case_id,year,city,state
1,2015,EDEN PRAIRIE, CALIFORNIA
2,2015,NORMAN, OKLAHOMA
3,2015,SAN DIEGO, CALIFORNIA
4,2015,HOUSTON, TEXAS
5,2015,MCLEAN, VIRGINIA
6,2015,SIT, LOUISIANA
7,2015,PALO ALTO, CALIFORNIA
8,2015,MCLEAN, VIRGINIA
9,2015,PALO ALTO, CALIFORNIA
10,2015,SUWANEE, GEORGIA
11,2015,PALO ALTO, CALIFORNIA
12,2015,2 WORK, MAINE
13,2015,MIDDLETOWN, DELAWARE
14,2015,PALO ALTO, CALIFORNIA
15,2015,NORTH WALES, PENNSYLVANIA
16,2015,PALO ALTO, CALIFORNIA
17,2015,CYPRESS, CALIFORNIA
18,2015,RESTON, VIRGINIA
19,2015,HOUSTON, TEXAS
20,2015,ALBUQUERQUE, NEW MEXICO
21,2015,PASADENA, CALIFORNIA
22,2015,AGOURA HILLS, CALIFORNIA
23,2015,ENGLEWOOD, COLORADO
24,2015,VINELAND, NEW JERSEY
25,2015,CAMP HILL, PENNSYLVANIA
26,2015,CHICAGO, ILLINOIS
27,2015,MCLEAN, VIRGINIA
28,2015,MCLEAN, VIRGINIA
29,2015,AUBURN, NEW YORK
30,2015,BETHPAGE, NEW YORK
31,2015,SAN JOSE, CALIFORNIA
32,2015,TROY, MICHIGAN
33,2015,LONGMONT, COLORADO
34,2015,NASHVILLE, TENNESSEE
35,2015,COLUMBUS, OHIO
36,2015,JERSEY CITY, NEW JERSEY
37,2015,SUGAR LAND, TEXAS
38,2015,2 BARK, LOUISIANA
39,2015,CARBONDALE, ILLINOIS
40,2015,MONTEREY PARK, CALIFORNIA
41,2015,RALEIGH, NORTH CAROLINA
42,2015,BOCA RATON, FLORIDA
43,2015,PALO ALTO, CALIFORNIA
44,2015,IRVING, TEXAS
45,2015,PALO ALTO, CALIFORNIA
46,2015,PROSSER, WASHINGTON
47,2015,PASADENA, CALIFORNIA
48,2015,EL PASO, TEXAS
49,2015,BUFFALO, NEW YORK
50,2015,CHARLOTTE, NORTH CAROLINA
51,2015,LAREDO, TEXAS
52,2015,CORTE MADERA, CALIFORNIA
53,2015,OKLAHOMA CITY, OKLAHOMA
54,2015,ANN ARBOR, MICHIGAN
55,2015,WILMINGTON, DELAWARE
56,2015,CHANDLER, ARIZONA
57,2015,WASHINGTON, DISTRICT OF COLUMBIA
58,2015,SAN JOSE, CALIFORNIA
59,2015,REDWOOD CITY, CALIFORNIA
60,2015,STERLING, VIRGINIA
61,2015,PALO ALTO, CALIFORNIA
62,2015,TORRANCE, CALIFORNIA
63,2015,DENVER, COLORADO
64,2015,IOWA CITY, IOWA
65,2015,NEW BRUNSWICK, NEW JERSEY
66,2015,BUFFALO, NEW YORK
67,2015,CHARLOTTE, NORTH CAROLINA
68,2015,HOUSTON, TEXAS
69,2015,HOUSTON, TEXAS
70,2015,NEW YORK, NEW YORK
71,2015,PITTSBURGH, PENNSYLVANIA
72,2015,HOUSTON, TEXAS
73,2015,HOUSTON, TEXAS
74,2015,MCLEAN, VIRGINIA
75,2015,RESTON, VIRGINIA
76,2015,RICHARDSON, TEXAS
77,2015,MCLEAN, VIRGINIA
78,2015,MCLEAN, VIRGINIA
79,2015,BALTIMORE, MARYLAND
80,2015,ATLANTA, GEORGIA
81,2015,NEWARK, DELAWARE
82,2015,FORT WORTH, TEXAS
83,2015,DAVIE, FLORIDA
84,2015,WICHITA, KANSAS
85,2015,SUNNYVALE, CALIFORNIA
86,2015,NEW YORK, NEW YORK
87,2015,PALO ALTO, CALIFORNIA
88,2015,NEWARK, DELAWARE
89,2015,RESTON, VIRGINIA
90,2015,DALLAS, TEXAS
91,2015,NEW YORK, NEW YORK
92,2015,PLAINFIELD, ILLINOIS
93,2015,MCLEAN, VIRGINIA
94,2015,JERSEY CITY, NEW JERSEY
95,2015,MOUNT LAUREL, NEW JERSEY
96,2015,HOUSTON, TEXAS
97,2015,MCLEAN, VIRGINIA
98,2015,PARSIPPANY, NEW JERSEY
99,2015,BARTLESVILLE, OKLAHOMA
100,2015,CHARLOTTE, NORTH CAROLINA
101,2015,HOUSTON, TEXAS
102,2015,BALTIMORE, MARYLAND
103,2015,ROCKVILLE, MARYLAND
104,2015,HOUSTON, TEXAS
105,2015,DALLAS, TEXAS
106,2015,LITTLETON, COLORADO
107,2015,WASHINGTON, DISTRICT OF COLUMBIA
108,2015,HOUSTON, TEXAS
109,2015,LOUISVILLE, KENTUCKY
110,2015,ATLANTA, GEORGIA
111,2015,DALLAS, TEXAS
112,2015,DALLAS, TEXAS
113,2015,SCOTTSDALE, ARIZONA
114,2015,PRINCETON, NEW JERSEY
115,2015,DANBURY, CONNECTICUT
116,2015,WOONSOCKET, RHODE ISLAND
117,2015,STAMFORD, CONNECTICUT
118,2015,LOUISVILLE, KENTUCKY
119,2015,CHICAGO, ILLINOIS
120,2015,SCHENECTADY, NEW YORK
121,2015,NEW YORK, NEW YORK
122,2015,SEATTLE, WASHINGTON
123,2015,NORTH KANSAS CITY, MISSOURI
124,2015,ATLANTA, GEORGIA
125,2015,ATLANTA, GEORGIA
126,2015,CONCORD, CALIFORNIA
127,2015,SIOUX FALLS, SOUTH DAKOTA
128,2015,NORWALK, CONNECTICUT
129,2015,PHOENIX, ARIZONA
130,2015,FRESNO, CALIFORNIA
131,2015,MCLEAN, VIRGINIA
132,2015,JACKSONVILLE, FLORIDA
133,2015,JACKSONVILLE, FLORIDA
134,2015,PHOENIX, ARIZONA
135,2015,JACKSONVILLE, FLORIDA
136,2015,COLLEGEVILLE, PENNSYLVANIA
137,2015,WICKLIFFE, OHIO
138,2015,JERSEY CITY, NEW JERSEY
139,2015,REDWOOD CITY, CALIFORNIA
140,2015,BLOOMFIELD, CONNECTICUT
141,2015,SEATTLE, WASHINGTON
142,2015,WESTERVILLE, OHIO
143,2015,SEATTLE, WASHINGTON
144,2015,MALVERN, PENNSYLVANIA
145,2015,JEFFERSON CITY, MISSOURI
146,2015,SEATTLE, WASHINGTON
147,2015,REDMOND, WASHINGTON
148,2015,MALVERN, PENNSYLVANIA
149,2015,WOODLAND HILLS, CALIFORNIA
150,2015,WINDSOR, CONNECTICUT
151,2015,PHOENIX, ARIZONA
152,2015,DANBURY, CONNECTICUT
153,2015,BELLEVUE, WASHINGTON
154,2015,PHOENIX, ARIZONA
155,2015,CHICAGO, ILLINOIS
156,2015,BETHESDA, MARYLAND
157,2015,SAN FRANCISCO, CALIFORNIA
158,2015,WEST PLAINS, MISSOURI
159,2015,APOPKA, FLORIDA
160,2015,PRINCETON, NEW JERSEY
161,2015,HOPKINS, MINNESOTA
162,2015,WEST READING, PENNSYLVANIA
163,2015,HOUSTON, TEXAS
164,2015,RICHMOND, VIRGINIA
165,2015,PALO ALTO, CALIFORNIA
166,2015,PALO ALTO, CALIFORNIA
167,2015,BETHPAGE, NEW YORK
168,2015,IRVINE, CALIFORNIA
169,2015,DURANT, IOWA
170,2015,HOUSTON, TEXAS
171,2015,HOUSTON, TEXAS
172,2015,HOUSTON, TEXAS
173,2015,GROTON, CONNECTICUT
174,2015,SAN ANTONIO, TEXAS
175,2015,MCLEAN, VIRGINIA
176,2015,SAN ANTONIO, TEXAS
177,2015,SAN ANTONIO, TEXAS
178,2015,WARREN, NEW JERSEY
179,2015,OLDSMAR, FLORIDA
180,2015,NEW YORK, NEW YORK
181,2015,AUSTIN, TEXAS
182,2015,WARSAW, INDIANA
183,2015,HOUSTON, TEXAS
184,2015,WILMINGTON, DELAWARE
185,2015,TEMPE, ARIZONA
186,2015,BALTIMORE, MARYLAND
187,2015,PALO ALTO, CALIFORNIA
188,2015,PHOENIX, ARIZONA
189,2015,IRVING, TEXAS
190,2015,HOUSTON, TEXAS
191,2015,IRVING, TEXAS
192,2015,FRISCO, TEXAS
193,2015,IRVING, TEXAS
194,2015,RICHARDSON, TEXAS
195,2015,VIENNA, VIRGINIA
196,2015,PROVIDENCE, RHODE ISLAND
197,2015,PALO ALTO, CALIFORNIA
198,2015,LOUISVILLE, KENTUCKY
199,2015,NEW YORK, NEW YORK
200,2015,NAPERVILLE, ILLINOIS
201,2015,BLOOMINGTON, INDIANA
202,2015,NORWALK, CONNECTICUT
203,2015,NORWALK, CONNECTICUT
204,2015,BLOOMFIELD, CONNECTICUT
205,2015,BENSALEM, PENNSYLVANIA
206,2015,NORWALK, CONNECTICUT
207,2015,PHILADELPHIA, PENNSYLVANIA
208,2015,MALVERN, PENNSYLVANIA
209,2015,NEW YORK, NEW YORK
210,2015,FRAMINGHAM, MASSACHUSETTS
211,2015,EDEN PRAIRIE, MINNESOTA
212,2015,BLOOMINGTON, ILLINOIS
213,2015,GREENWOOD VILLAGE, COLORADO
214,2015,BENTONVILLE, ARKANSAS
215,2015,COLUMBUS, INDIANA
216,2015,BLOOMINGTON, ILLINOIS
217,2015,BLOOMINGTON, ILLINOIS
218,2015,MCLEAN, VIRGINIA
219,2015,LOUISVILLE, KENTUCKY
220,2015,PALO ALTO, CALIFORNIA
221,2015,DURHAM, NORTH CAROLINA
222,2015,REDWOOD SHORES, CALIFORNIA
223,2015,RESTON, VIRGINIA
224,2015,BARTLESVILLE, OKLAHOMA
225,2015,WASHINGTON, DISTRICT OF COLUMBIA
226,2015,BRENTWOOD, TENNESSEE
227,2015,RICHMOND, VIRGINIA
228,2015,MCLEAN, VIRGINIA
229,2015,GREENVILLE, SOUTH CAROLINA
230,2015,PORTSMOUTH, NEW HAMPSHIRE
231,2015,REDWOOD CITY, CALIFORNIA
232,2015,LITTLETON, COLORADO
233,2015,RESTON, VIRGINIA
234,2015,JACKSONVILLE, FLORIDA
235,2015,NEWARK, DELAWARE
236,2015,COLUMBUS, OHIO
237,2015,CHICAGO, ILLINOIS
238,2015,NEWARK, DELAWARE
239,2015,MURPHYSBORO, ILLINOIS
240,2015,NEW YORK, NEW YORK
241,2015,ALCOA, TENNESSEE
242,2015,STERLING, VIRGINIA
243,2015,FOSTER CITY, CALIFORNIA
244,2015,PALO ALTO, CALIFORNIA
245,2015,BROOKLYN PARK, MINNESOTA
246,2015,PALO ALTO, CALIFORNIA
247,2015,WEST DES MOINES, IOWA
248,2015,HILLSBORO, OREGON
249,2015,KANSAS CITY, KANSAS
250,2015,BALTIMORE, MARYLAND
251,2015,NEW YORK, NEW YORK
252,2015,REDMOND, WASHINGTON
253,2015,SANTA CLARA, CALIFORNIA
254,2015,2 MONTH, MAINE
255,2015,LOUISVILLE, KENTUCKY
256,2015,SEATTLE, WASHINGTON
257,2015,GRAND RAPIDS, MICHIGAN
258,2015,LITTLETON, COLORADO
259,2015,WAYNE, NEW JERSEY
260,2015,2 RAD, HAWAII
261,2015,SAN FRANCISCO, CALIFORNIA
262,2015,IRVING, TEXAS
263,2015,JACKSONVILLE, FLORIDA
264,2015,FAIRFIELD, IOWA
265,2015,LEXINGTON, KENTUCKY
266,2015,WAYNE, NEW JERSEY
267,2015,SAN MATEO, CALIFORNIA
268,2015,BALTIMORE, MARYLAND
269,2015,JERSEY CITY, NEW JERSEY
270,2015,DECATUR, ILLINOIS
271,2015,MENOMONEE FALLS, WISCONSIN
272,2015,LINCOLNSHIRE, ILLINOIS
273,2015,MCLEAN, VIRGINIA
274,2015,AUGUSTA, MAINE
275,2015,NEW YORK, NEW YORK
276,2015,VANCOUVER, WASHINGTON
277,2015,HERNDON, VIRGINIA
278,2015,CENTENNIAL, COLORADO
279,2015,SUWANEE, GEORGIA
280,2015,NEW YORK, NEW YORK
281,2015,BOSTON, MASSACHUSETTS
282,2015,PARSIPPANY, NEW JERSEY
283,2015,CUPERTINO, CALIFORNIA
284,2015,APPLE VALLEY, MINNESOTA
285,2015,PALO ALTO, CALIFORNIA
286,2015,BOTHELL, WASHINGTON
287,2015,MCLEAN, VIRGINIA
288,2015,RICHARDSON, TEXAS
289,2015,ROCKVILLE, MARYLAND
290,2015,HOUSTON, TEXAS
291,2015,BALTIMORE, MARYLAND
292,2015,SUNNYVALE, CALIFORNIA
293,2015,FORT WORTH, TEXAS
294,2015,NORTH PLATTE, NEBRASKA
295,2015,BOSTON, MASSACHUSETTS
296,2015,MIDLAND, TEXAS
297,2015,HOUSTON, TEXAS
298,2015,PLANO, TEXAS
299,2015,ROCKVILLE, MARYLAND
300,2015,ANN ARBOR, MICHIGAN
301,2015,ATLANTA, GEORGIA
302,2015,SAN MATEO, CALIFORNIA
303,2015,DALLAS, TEXAS
304,2015,RICHMOND, VIRGINIA
305,2015,NEW YORK, NEW YORK
306,2015,HOPKINS, SOUTH CAROLINA
307,2015,CHICAGO, ILLINOIS
308,2015,COLUMBIA, SOUTH CAROLINA
309,2015,BALTIMORE, MARYLAND
310,2015,LAWRENCEVILLE, GEORGIA
311,2015,DALLAS, TEXAS
312,2015,CUPERTINO, CALIFORNIA
313,2015,MELVILLE, NEW YORK
314,2015,BALTIMORE, MARYLAND
315,2015,ANN ARBOR, MICHIGAN
316,2015,LOS ANGELES, CALIFORNIA
317,2015,WASHINGTON, DISTRICT OF COLUMBIA
318,2015,REDMOND, WASHINGTON
319,2015,NEW YORK, NEW YORK
320,2015,WILMINGTON, DELAWARE
321,2015,SUNNYVALE, CALIFORNIA
322,2015,NEW YORK, NEW YORK
323,2015,CHICAGO, ILLINOIS
324,2015,NEW YORK, NEW YORK
325,2015,SEATTLE, WASHINGTON
326,2015,TULSA, OKLAHOMA
327,2015,TULSA, OKLAHOMA
328,2015,NEW YORK, NEW YORK
329,2015,REDMOND, WASHINGTON
330,2015,SEATTLE, WASHINGTON
331,2015,NEW ORLEANS, LOUISIANA
332,2015,DALLAS, TEXAS
333,2015,WEST CHESTER, PENNSYLVANIA
334,2015,SUNNYVALE, CALIFORNIA
335,2015,PULASKI, VIRGINIA
336,2015,SUNNYVALE, CALIFORNIA
337,2015,SANTA CLARA, CALIFORNIA
338,2015,KENNESAW, GEORGIA
339,2015,PALO ALTO, CALIFORNIA
340,2015,CALABASAS, CALIFORNIA
341,2015,MONTEREY PARK, CALIFORNIA
342,2015,TROY, MICHIGAN
343,2015,MILAN, ILLINOIS
344,2015,SANTA CLARA, CALIFORNIA
345,2015,CLARKSVILLE, TENNESSEE
346,2015,BOULDER, COLORADO
347,2015,LEBANON, NEW HAMPSHIRE
348,2015,SANTA BARBARA, CALIFORNIA
349,2015,MCLEAN, VIRGINIA
350,2015,NASHVILLE, TENNESSEE
351,2015,OVERLAND PARK, KANSAS
352,2015,LAKE ELSINORE, CALIFORNIA
353,2015,BOSTON, MASSACHUSETTS
354,2015,WASHINGTON, DISTRICT OF COLUMBIA
355,2015,FAIRFIELD, IOWA
356,2015,DALLAS, TEXAS
357,2015,SAN JOSE, CALIFORNIA
358,2015,NEW YORK, NEW YORK
359,2015,CHICAGO, ILLINOIS
360,2015,JERSEY CITY, NEW JERSEY
361,2015,COLUMBUS, OHIO
362,2015,DALLAS, TEXAS
363,2015,ST. LOUIS, MISSOURI
364,2015,PARSIPPANY, NEW JERSEY
365,2015,REDWOOD SHORES, CALIFORNIA
366,2015,NEW YORK, NEW YORK
367,2015,ODESSA, TEXAS
368,2015,CHICAGO, ILLINOIS
369,2015,EDISON, NEW JERSEY
370,2015,REDMOND, WASHINGTON
371,2015,WILMINGTON, CALIFORNIA
372,2015,SANTA CLARA, CALIFORNIA
373,2015,BELLEVUE, WASHINGTON
374,2015,NEW YORK, NEW YORK
375,2015,MORRISTOWN, NEW JERSEY
376,2015,REDMOND, WASHINGTON
377,2015,BUFFALO, NEW YORK
378,2015,SAN DIEGO, CALIFORNIA
379,2015,ATLANTA, GEORGIA
380,2015,ATLANTA, GEORGIA
381,2015,GAINESVILLE, FLORIDA
382,2015,ATLANTA, GEORGIA
383,2015,ATLANTA, GEORGIA
384,2015,ATLANTA, GEORGIA
385,2015,RAHWAY, NEW JERSEY
386,2015,SAN FRANCISCO, CALIFORNIA
387,2015,WALTHAM, MASSACHUSETTS
388,2015,MATAWAN, NEW JERSEY
389,2015,PALO ALTO, CALIFORNIA
390,2015,LAKE GENEVA, WISCONSIN
391,2015,CHARLOTTE, NORTH CAROLINA
392,2015,CHESTERBROOK, PENNSYLVANIA
393,2015,SCOTTSDALE, ARIZONA
394,2015,HOUSTON, TEXAS
395,2015,NEW YORK, NEW YORK
396,2015,TROY, MICHIGAN
397,2015,IRWINDALE, CALIFORNIA
398,2015,COLUMBUS, OHIO
399,2015,IRVINE, CALIFORNIA
400,2015,WARREN, NEW JERSEY
401,2015,PHOENIX, ARIZONA
402,2015,TROY, NEW YORK
403,2015,TUCSON, ARIZONA
404,2015,BALTIMORE, MARYLAND
405,2015,MCLEAN, VIRGINIA
406,2015,REDMOND, WASHINGTON
407,2015,NEW YORK, NEW YORK
408,2015,ATLANTA, GEORGIA
409,2015,FAIRFAX, VIRGINIA
410,2015,HOUSTON, TEXAS
411,2015,SUNNYVALE, CALIFORNIA
412,2015,CINCINNATI, OHIO
413,2015,BERWYN, PENNSYLVANIA
414,2015,NEW YORK, NEW YORK
415,2015,HILLSBORO, OREGON
416,2015,HOLTSVILLE, NEW YORK
417,2015,ALLEGAN, MICHIGAN
418,2015,CORNING, NEW YORK
419,2015,NEW YORK, NEW YORK
420,2015,NEW YORK, NEW YORK
421,2015,DALLAS, TEXAS
422,2015,NEW YORK, NEW YORK
423,2015,DALLAS, TEXAS
424,2015,ANN ARBOR, MICHIGAN
425,2015,BALTIMORE, MARYLAND
426,2015,HERCULES, CALIFORNIA
427,2015,SAN BRUNO, CALIFORNIA
428,2015,NEW YORK, NEW YORK
429,2015,SUNNYVALE, CALIFORNIA
430,2015,SUNNYVALE, CALIFORNIA
431,2015,NEW YORK, NEW YORK
432,2015,PATERSON, NEW JERSEY
433,2015,NEW CASTLE, DELAWARE
434,2015,NEW YORK, NEW YORK
435,2015,LA PALMA, CALIFORNIA
436,2015,EAST LANSING, MICHIGAN
437,2015,BASKING RIDGE, NEW JERSEY
438,2015,MECHANICSVILLE, VIRGINIA
439,2015,SEATTLE, WASHINGTON
440,2015,SAN FRANCISCO, CALIFORNIA
441,2015,SUNNYVALE, CALIFORNIA
442,2015,NEW YORK, NEW YORK
443,2015,BETHESDA, MARYLAND
444,2015,PALO ALTO, CALIFORNIA
445,2015,WICHITA, KANSAS
446,2015,SUNNYVALE, CALIFORNIA
447,2015,EDEN PRAIRIE, MINNESOTA
448,2015,SUNNYVALE, CALIFORNIA
449,2015,MAHWAH, NEW JERSEY
450,2015,PALO ALTO, CALIFORNIA
451,2015,PALO ALTO, CALIFORNIA
452,2015,PITTSBURGH, PENNSYLVANIA
453,2015,KENNESAW, GEORGIA
454,2015,SANTA CLARA, CALIFORNIA
455,2015,NEWARK, NEW JERSEY
456,2015,RICHMOND, VIRGINIA
457,2015,SEATTLE, WASHINGTON
458,2015,BOCA RATON, FLORIDA
459,2015,NEILLSVILLE, WISCONSIN
460,2015,ANCHORAGE, ALASKA
461,2015,MORRISVILLE, NORTH CAROLINA
462,2015,SAN FRANCISCO, CALIFORNIA
463,2015,VENTURA, CALIFORNIA
464,2015,PALO ALTO, CALIFORNIA
465,2015,FAIRBANKS, ALASKA
466,2015,EVERETT, WASHINGTON
467,2015,COLUMBUS, INDIANA
468,2015,CHARLOTTESVILLE, VIRGINIA
469,2015,GROTON, CONNECTICUT
470,2015,PISCATAWAY, NEW JERSEY
471,2015,ST. CHARLES, MISSOURI
472,2015,NEWARK, DELAWARE
473,2015,HOUSTON, TEXAS
474,2015,JERSEY CITY, NEW JERSEY
475,2015,SOUTH SAN FRANCISCO, CALIFORNIA
476,2015,EVERETT, WASHINGTON
477,2015,URBANA, ILLINOIS
478,2015,COLUMBUS, OHIO
479,2015,REDMOND, WASHINGTON
480,2015,WASHINGTON, DISTRICT OF COLUMBIA
481,2015,AUSTIN, TEXAS
482,2015,COLUMBUS, OHIO
483,2015,ATHENS, GEORGIA
484,2015,FREMONT, CALIFORNIA
485,2015,SAN JOSE, CALIFORNIA
486,2015,PALO ALTO, CALIFORNIA
487,2015,SAN FRANCISCO, CALIFORNIA
488,2015,CAMBRIDGE, MASSACHUSETTS
489,2015,REDWOOD SHORES, CALIFORNIA
490,2015,NEW YORK, NEW YORK
491,2015,RESTON, VIRGINIA
492,2015,PITTSBURGH, PENNSYLVANIA
493,2015,CHICAGO, ILLINOIS
494,2015,AURORA, COLORADO
495,2015,BOSTON, MASSACHUSETTS
496,2015,NEW YORK, NEW YORK
497,2015,FAIRPORT, NEW YORK
498,2015,SUNNYVALE, CALIFORNIA
499,2015,IRVING, TEXAS
500,2015,CHANDLER, ARIZONA
501,2015,NEW YORK, NEW YORK
502,2015,TALLAHASSEE, FLORIDA
503,2015,BELLEVUE, WASHINGTON
